,addr,busiNm,powerType,stat,statNm
866,서울특별시 성북구 길음로9길 40,에버온,,2,길음 래미안1차아파트
867,서울특별시 성북구 길음로9길 40,에버온,,3,길음 래미안1차아파트
868,서울특별시 성북구 길음로9길 40,에버온,,4,길음 래미안1차아파트
869,서울특별시 동대문구 전농로16길 51,에버온,,2,전농 래미안아름숲아파트
870,서울특별시 동대문구 전농로16길 51,에버온,,2,전농 래미안아름숲아파트
871,서울특별시 동대문구 전농로16길 51,에버온,,2,전농 래미안아름숲아파트
872,서울특별시 동대문구 전농로16길 51,에버온,,2,전농 래미안아름숲아파트
873,서울특별시 동대문구 전농로16길 51,에버온,,2,전농 래미안아름숲아파트
874,서울특별시 동대문구 전농로16길 51,에버온,,2,전농 래미안아름숲아파트
875,서울특별시 동대문구 전농로16길 51,에버온,,2,전농 래미안아름숲아파트
876,서울특별시 동대문구 전농로16길 51,에버온,,2,전농 래미안아름숲아파트
877,서울특별시 중랑구 용마산로 285,에버온,,2,면목 대원칸타빌아파트
878,서울특별시 중랑구 용마산로 285,에버온,,2,면목 대원칸타빌아파트
879,서울특별시 중랑구 용마산로 285,에버온,,2,면목 대원칸타빌아파트
880,"서울특별시 성북구 정릉로 402-16 (돈암동, 범양아파트)",에버온,,2,돈암 범양아파트
881,"서울특별시 성북구 정릉로 402-16 (돈암동, 범양아파트)",에버온,,2,돈암 범양아파트
882,"서울특별시 성북구 정릉로 402-16 (돈암동, 범양아파트)",에버온,,2,돈암 범양아파트
883,서울특별시 강남구 도곡동 967 경남아파트,에버온,,2,도곡동경남아파트
884,서울특별시 강남구 도곡동 967 경남아파트,에버온,,2,도곡동경남아파트
885,서울특별시 강남구 도곡동 967 경남아파트,에버온,,2,도곡동경남아파트
886,서울특별시 광진구 자양로 109,에버온,,2,자양동구의현대홈시티
887,"서울특별시 광진구 광나루로 369 (군자동, 광진두산위브파크)",에버온,,2,광진두산위브파크
888,"서울특별시 광진구 광나루로 369 (군자동, 광진두산위브파크)",에버온,,2,광진두산위브파크
889,서울특별시 마포구 월드컵북로 501,에버온,,2,상암월드컵9단지아파트
890,서울특별시 마포구 월드컵북로 501,에버온,,3,상암월드컵9단지아파트
891,서울특별시 마포구 월드컵북로 501,에버온,,2,상암월드컵9단지아파트
892,서울특별시 마포구 월드컵북로 501,에버온,,2,상암월드컵9단지아파트
893,서울특별시 마포구 월드컵북로 501,에버온,,2,상암월드컵9단지아파트
894,서울특별시 마포구 월드컵북로 501,에버온,,2,상암월드컵9단지아파트
895,서울특별시 마포구 월드컵북로 501,에버온,,2,상암월드컵9단지아파트
896,서울특별시 마포구 월드컵북로 501,에버온,,2,상암월드컵9단지아파트
897,서울특별시 마포구 월드컵북로 501,에버온,,2,상암월드컵9단지아파트
898,서울특별시 마포구 월드컵북로 501,에버온,,2,상암월드컵9단지아파트
899,서울특별시 성북구 아리랑로5길 92,에버온,,3,돈암 신일해피트리아파트
900,서울특별시 성북구 아리랑로5길 92,에버온,,2,돈암 신일해피트리아파트
901,서울특별시 중구 동호로10길 30,에버온,,2,동아약수 하이츠아파트
902,서울특별시 중구 동호로10길 30,에버온,,2,동아약수 하이츠아파트
903,서울특별시 중구 동호로10길 30,에버온,,3,동아약수 하이츠아파트
904,서울특별시 중구 동호로10길 30,에버온,,2,동아약수 하이츠아파트
905,서울특별시 중구 동호로10길 30,에버온,,2,동아약수 하이츠아파트
906,서울특별시 은평구 진관3로 70,에버온,,2,은평뉴타운12단지 상림마을아파트
907,서울특별시 은평구 진관3로 70,에버온,,2,은평뉴타운12단지 상림마을아파트
908,서울특별시 은평구 진관3로 70,에버온,,2,은평뉴타운12단지 상림마을아파트
909,서울특별시 은평구 진관3로 70,에버온,,2,은평뉴타운12단지 상림마을아파트
910,서울특별시 은평구 진관3로 70,에버온,,3,은평뉴타운12단지 상림마을아파트
911,서울특별시 은평구 진관3로 70,에버온,,2,은평뉴타운12단지 상림마을아파트
912,"서울특별시 동대문구 약령시로 154 (청량리동, 미주아파트)",에버온,,2,청량리 미주아파트
913,"서울특별시 동대문구 약령시로 154 (청량리동, 미주아파트)",에버온,,2,청량리 미주아파트
914,"서울특별시 동대문구 약령시로 154 (청량리동, 미주아파트)",에버온,,2,청량리 미주아파트
915,"서울특별시 동대문구 약령시로 154 (청량리동, 미주아파트)",에버온,,2,청량리 미주아파트
916,"서울특별시 동대문구 약령시로 154 (청량리동, 미주아파트)",에버온,,2,청량리 미주아파트
917,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",에버온,,3,마포 메세나폴리스아파트
918,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",에버온,,2,마포 메세나폴리스아파트
919,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",에버온,,2,마포 메세나폴리스아파트
920,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",에버온,,2,마포 메세나폴리스아파트
921,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",에버온,,2,마포 메세나폴리스아파트
922,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",에버온,,2,마포 메세나폴리스아파트
923,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",에버온,,2,마포 메세나폴리스아파트
924,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",에버온,,2,마포 메세나폴리스아파트
925,서울특별시 마포구 월드컵북로 400(상암동),에버온,,2,서울산업진흥원
926,서울특별시 마포구 월드컵북로 400(상암동),에버온,,2,서울산업진흥원
927,서울특별시 동대문구 천호대로 145(용두동),에버온,,2,동대문구청
928,서울특별시 서대문구 이화여대길 52,에버온,,2,이화여자대학교
929,서울특별시 서대문구 이화여대길 52,에버온,,2,이화여자대학교
930,서울특별시 서대문구 이화여대길 52,에버온,,2,이화여자대학교
931,서울특별시 서대문구 이화여대길 52,에버온,,2,이화여자대학교
932,서울특별시 서대문구 이화여대길 52,에버온,,2,이화여자대학교
933,서울특별시 서대문구 이화여대길 52,에버온,,2,이화여자대학교
934,서울특별시 서대문구 이화여대길 52,에버온,,2,이화여자대학교
935,서울특별시 강서구 강서로56길 17 (등촌동),에버온,,2,NC백화점-강서
936,서울특별시 강서구 강서로56길 17 (등촌동),에버온,,2,NC백화점-강서
937,서울특별시 강서구 강서로56길 17 (등촌동),에버온,,2,NC백화점-강서
938,서울특별시 강서구 강서로56길 17 (등촌동),에버온,,2,NC백화점-강서
939,서울특별시 강서구 강서로56길 17 (등촌동),에버온,,2,NC백화점-강서
940,서울특별시 강서구 강서로56길 17 (등촌동),에버온,,2,NC백화점-강서
941,서울특별시 강서구 강서로56길 17 (등촌동),에버온,,2,NC백화점-강서
942,서울특별시 강서구 강서로56길 17 (등촌동),에버온,,9,NC백화점-강서
943,서울특별시 강서구 강서로56길 17 (등촌동),에버온,,2,NC백화점-강서
944,서울특별시 양천구 목동동로 105 (신정동),에버온,,2,양천구청
945,서울특별시 양천구 목동동로 105 (신정동),에버온,,2,양천구청
946,서울특별시 강서구 허준로 202 (가양동),에버온,,2,가양3동주민센터
947,서울특별시 양천구 오목로5길 34 (신월동),에버온,,2,신월4동주민센터
948,서울특별시 강서구 방화대로 330 (마곡동),에버온,,2,마곡동 방화1동주민센터
949,서울특별시 성동구 마장로37길 7,에버온,,2,마장동대성유니드아파트
950,서울특별시 성동구 마장로37길 7,에버온,,2,마장동대성유니드아파트
951,서울특별시 양천구 목동서로 192 (목동),에버온,,2,목1동주민센터
952,서울특별시 양천구 목동서로 41 (목동),에버온,,2,목5동주민센터
953,서울특별시 양천구 중앙로53길 47 (신월동),에버온,,2,신월2동주민센터
954,서울특별시 양천구 화곡로4길 10 (신월동),에버온,,2,신월5동주민센터
955,서울특별시 양천구 신남3길 6 (신월동),에버온,,2,신월6동주민센터
956,서울특별시 양천구 중앙로32길 1 (신정동),에버온,,2,신정1동주민센터
957,서울특별시 양천구 목동동로 154 (신정동),에버온,,2,신정2동주민센터
958,서울특별시 양천구 목동서로 353 (신정동),에버온,,2,신정6동주민센터
959,서울특별시 강서구 허준로 30 (가양동),에버온,,3,가양1동주민센터
960,서울특별시 강서구 공항대로53가길 55 (등촌동),에버온,,3,등촌1동주민센터
961,서울특별시 강서구 등촌로 143 (등촌동),에버온,,2,등촌2동주민센터
962,서울특별시 강서구 곰달래로37길 13 (화곡동),에버온,,3,화곡2동주민센터
963,서울특별시 강서구 강서로33가길 17 (화곡동),에버온,,3,화곡3동주민센터
964,서울특별시 강서구 화곡로 312 (화곡동),에버온,,2,화곡6동주민센터
965,"서울특별시 동대문구 한천로58길 107 (이문동, 현대아파트)",에버온,,2,이문동현대아파트1
966,"서울특별시 동대문구 한천로58길 107 (이문동, 현대아파트)",에버온,,2,이문동현대아파트1
967,"서울특별시 동대문구 한천로58길 107 (이문동, 현대아파트)",에버온,,2,이문동현대아파트1
968,"서울특별시 동대문구 한천로58길 107 (이문동, 현대아파트)",에버온,,2,이문동현대아파트2
969,"서울특별시 동대문구 한천로58길 107 (이문동, 현대아파트)",에버온,,2,이문동현대아파트2
970,서울특별시 성동구 뚝섬로1나길 5 (성수동1가),에버온,,2,헤이그라운드
971,"서울특별시 마포구 마포대로 115-8 (공덕동, 공덕삼성아파트)",에버온,,3,공덕삼성아파트102동
972,"서울특별시 마포구 마포대로 115-8 (공덕동, 공덕삼성아파트)",에버온,,3,공덕삼성아파트102동
973,"서울특별시 마포구 마포대로 115-8 (공덕동, 공덕삼성아파트)",에버온,,2,공덕삼성아파트102동
974,"서울특별시 마포구 마포대로 115-8 (공덕동, 공덕삼성아파트)",에버온,,2,공덕삼성아파트105동
975,"서울특별시 마포구 마포대로 115-8 (공덕동, 공덕삼성아파트)",에버온,,2,공덕삼성아파트105동
976,"서울특별시 마포구 마포대로 115-8 (공덕동, 공덕삼성아파트)",에버온,,2,공덕삼성아파트105동
977,"서울특별시 송파구 풍성로 14 (풍납동, 미성맨션)",에버온,,2,풍납미성아파트
978,"서울특별시 송파구 풍성로 14 (풍납동, 미성맨션)",에버온,,2,풍납미성아파트
979,"서울특별시 송파구 풍성로 14 (풍납동, 미성맨션)",에버온,,2,풍납미성아파트
980,서울특별시 종로구 자하문로19길 36 (옥인동),에버온,,3,종로구보건소
981,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 화학 E12
982,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 화학 E12
983,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 화학 E12
984,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 화학 E12
985,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 화학 E12
986,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 화학 E12
987,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 유플러스 E11
988,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,9,LG사이언스파크 유플러스 E11
989,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 유플러스 E11
990,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 유플러스 E11
991,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 유플러스 E11
992,서울특별시 강서구 마곡중앙10로 70 (마곡동),에버온,,2,LG사이언스파크 유플러스 E11
993,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,3,롯데캐슬베네치아아파트104동4층
994,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,2,롯데캐슬베네치아아파트104동4층
995,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,3,롯데캐슬베네치아아파트104동4층
996,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,2,롯데캐슬베네치아아파트102동5층
997,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,2,롯데캐슬베네치아아파트102동5층
998,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,2,롯데캐슬베네치아아파트102동5층
999,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,2,롯데캐슬베네치아아파트102동3층
1000,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,3,롯데캐슬베네치아아파트102동3층
1001,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,3,롯데캐슬베네치아아파트102동3층
1002,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,2,롯데캐슬베네치아아파트104동3층
1003,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,2,롯데캐슬베네치아아파트104동3층
1004,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,3,롯데캐슬베네치아아파트104동3층
1005,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,2,롯데캐슬베네치아아파트102동4층
1006,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,2,롯데캐슬베네치아아파트102동4층
1007,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",에버온,,2,롯데캐슬베네치아아파트102동4층
1008,"서울특별시 은평구 진관4로 47 (진관동, 은평뉴타운상림마을)",에버온,,2,은평뉴타운상림마을3단지
1009,"서울특별시 은평구 진관4로 47 (진관동, 은평뉴타운상림마을)",에버온,,2,은평뉴타운상림마을3단지
1010,"서울특별시 은평구 진관4로 47 (진관동, 은평뉴타운상림마을)",에버온,,2,은평뉴타운상림마을3단지
1011,"서울특별시 동대문구 한천로 300 (휘경동, 동일스위트리버)",에버온,,2,휘경동동일스위트리버
1012,"서울특별시 동대문구 한천로 300 (휘경동, 동일스위트리버)",에버온,,2,휘경동동일스위트리버
1013,"서울특별시 동대문구 한천로 300 (휘경동, 동일스위트리버)",에버온,,2,휘경동동일스위트리버
1014,"서울특별시 동대문구 한천로 300 (휘경동, 동일스위트리버)",에버온,,2,휘경동동일스위트리버
1015,서울특별시 강서구 마곡중앙10로 30 (마곡동),에버온,,2,LG사이언스파크 화학 E5
1016,서울특별시 강서구 마곡중앙10로 30 (마곡동),에버온,,2,LG사이언스파크 화학 E5
1017,서울특별시 강서구 마곡중앙10로 30 (마곡동),에버온,,2,LG사이언스파크 화학 E5
1018,서울특별시 강서구 마곡중앙10로 30 (마곡동),에버온,,2,LG사이언스파크 화학 E5
1019,서울특별시 강서구 마곡중앙10로 30 (마곡동),에버온,,2,LG사이언스파크 화학 E5
1020,서울특별시 강서구 마곡중앙10로 30 (마곡동),에버온,,9,LG사이언스파크 화학 E5
1021,서울특별시 강서구 마곡중앙10로 30 (마곡동),에버온,,2,LG사이언스파크 화학 E5
1022,서울특별시 강서구 마곡중앙10로 30 (마곡동),에버온,,2,LG사이언스파크 화학 E5
1023,서울특별시 강서구 마곡중앙10로 30 (마곡동),에버온,,2,LG사이언스파크 화학 E5
1024,서울특별시 강서구 마곡중앙10로 30 (마곡동),에버온,,2,LG사이언스파크 화학 E5
1025,서울특별시 서대문구 연희로41길 4 (홍은동),에버온,,2,홍은현대아파트
1026,서울특별시 서대문구 연희로41길 4 (홍은동),에버온,,2,홍은현대아파트
1027,"서울특별시 중랑구 망우로 504-7 (망우동, 신원아파트)",에버온,,2,망우신원아파트
1028,"서울특별시 은평구 불광천길 536 (응암동, 애필리움)",에버온,,2,애필리움아파트
1029,서울특별시 서초구 서초대로 397 (서초동),에버온,,3,부띠크 모나코
1030,서울특별시 서초구 서초대로 397 (서초동),에버온,,2,부띠크 모나코
1031,서울특별시 서초구 서초대로 397 (서초동),에버온,,2,부띠크 모나코
1032,서울특별시 서초구 서초대로 397 (서초동),에버온,,3,부띠크 모나코
1033,서울특별시 용산구 서빙고로 185 (용산동6가),에버온,,2,용산가족공원
1034,"서울특별시 성북구 보국문로 19 (정릉동, 정릉푸르지오아파트)",에버온,,3,정릉푸르지오_1
1035,"서울특별시 성북구 보국문로 19 (정릉동, 정릉푸르지오아파트)",에버온,,2,정릉푸르지오_1
1036,"서울특별시 성북구 보국문로 19 (정릉동, 정릉푸르지오아파트)",에버온,,2,정릉푸르지오_2
1037,"서울특별시 성북구 보국문로 19 (정릉동, 정릉푸르지오아파트)",에버온,,2,정릉푸르지오_3
1038,서울특별시 서초구 서초대로 301 (서초동),에버온,,2,동익성봉빌딩
1039,"서울특별시 노원구 화랑로51나길 15 (공릉동, 태릉현대홈타운스위트1단지)",에버온,,2,태릉현대홈타운
1040,"서울특별시 노원구 화랑로51나길 36 (공릉동, 태릉현대홈타운스위트2단지)",에버온,,2,태릉현대홈타운스위트2단지
1041,"서울특별시 성동구 행당로 79 (행당동, 행당동 대림아파트)",에버온,,3,행당대림아파트
1042,서울특별시 동작구 흑석로 84 (흑석동),에버온,,2,중앙대학교102관
1043,서울특별시 동작구 흑석로 84 (흑석동),에버온,,2,중앙대학교102관
1044,서울특별시 동작구 흑석로 84 (흑석동),에버온,,2,중앙대학교102관
1045,서울특별시 동작구 흑석로 84 (흑석동),에버온,,3,중앙대학교102관
1046,서울특별시 동작구 흑석로 84 (흑석동),에버온,,2,중앙대학교303관
1047,서울특별시 동작구 흑석로 84 (흑석동),에버온,,2,중앙대학교303관
1048,서울특별시 동작구 흑석로 84 (흑석동),에버온,,9,중앙대학교305관
1049,서울특별시 동작구 흑석로 84 (흑석동),에버온,,3,중앙대학교305관
1050,서울특별시 동작구 흑석로 84 (흑석동),에버온,,2,중앙대학교309관
1051,서울특별시 동작구 흑석로 84 (흑석동),에버온,,2,중앙대학교310관
1052,서울특별시 동작구 흑석로 84 (흑석동),에버온,,2,중앙대학교310관
1053,서울특별시 동작구 흑석로 84 (흑석동),에버온,,2,중앙대학교310관
1054,서울특별시 동작구 흑석로 84 (흑석동),에버온,,2,중앙대학교310관
1055,"서울특별시 송파구 송파대로8길 58 (장지동, 송파파인타운11단지)",에버온,,2,송파파인타운11단지1
1056,서울특별시 은평구 통일로 1080 (진관동),에버온,,2,은평 솔하임
1057,서울특별시 은평구 통일로 1080 (진관동),에버온,,2,은평 솔하임
1058,서울특별시 은평구 통일로 1080 (진관동),에버온,,2,은평 솔하임
1059,서울특별시 은평구 통일로 1080 (진관동),에버온,,2,은평 솔하임
1060,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운)",에버온,,2,길음뉴타운8단지808동
1061,"서울특별시 노원구 동일로237길 41 (상계동, 상계1차현대아파트)",에버온,,2,상계1차 아이파크
1062,"서울특별시 노원구 동일로237길 41 (상계동, 상계1차현대아파트)",에버온,,2,상계1차 아이파크
1063,"서울특별시 성북구 아리랑로19길 86 (정릉동, 정릉2차 대주피오레)",에버온,,2,정릉 대주 피오레아파트
1064,"서울특별시 송파구 송파대로8길 42 (장지동, 송파파인타운12단지)",에버온,,2,송파파인타운12단지
1065,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트101동
1066,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트101동
1067,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트101동
1068,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트212동
1069,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트212동
1070,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트212동
1071,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트302동
1072,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트302동
1073,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트302동
1074,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트404동
1075,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트404동
1076,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",에버온,,2,DMC파크뷰자이아파트501동
1077,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",에버온,,2,브라운스톤돈암아파트1
1078,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",에버온,,2,브라운스톤돈암아파트1
1079,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",에버온,,2,브라운스톤돈암아파트2
1080,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",에버온,,2,브라운스톤돈암아파트2
1081,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",에버온,,2,브라운스톤돈암아파트3
1082,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",에버온,,9,브라운스톤돈암아파트3
1083,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",에버온,,2,브라운스톤돈암아파트3
1084,서울특별시 성북구 서경로 124 (정릉동),에버온,,9,서경대학교1주차장
1085,서울특별시 성북구 서경로 124 (정릉동),에버온,,9,서경대학교1주차장
1086,서울특별시 성북구 서경로 124 (정릉동),에버온,,3,서경대학교2주차장
1087,서울특별시 성북구 서경로 124 (정릉동),에버온,,9,서경대학교2주차장
1088,서울특별시 성북구 서경로 124 (정릉동),에버온,,2,서경대학교2주차장
1089,서울특별시 성북구 서경로 124 (정릉동),에버온,,3,서경대학교2주차장
1090,서울특별시 성북구 서경로 124 (정릉동),에버온,,2,서경대학교2주차장
1091,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트1
1092,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트1
1093,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트2
1094,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트2
1095,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트3
1096,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트3
1097,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트4
1098,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트4
1099,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트5
1100,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트6
1101,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트7
1102,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트7
1103,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트8
1104,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트8
1105,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트9
1106,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트9
1107,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,9,상도래미안3차아파트10
1108,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,9,상도래미안3차아파트10
1109,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트11
1110,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",에버온,,2,상도래미안3차아파트11
1111,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트1
1112,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트1
1113,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트1
1114,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트2
1115,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트2
1116,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트2
1117,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트3
1118,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트3
1119,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트3
1120,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트4
1121,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트4
1122,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트4
1123,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트5
1124,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트5
1125,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트5
1126,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트6
1127,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트6
1128,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트6
1129,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트7
1130,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트7
1131,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트7
1132,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트8
1133,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트8
1134,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트8
1135,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트9
1136,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트9
1137,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트9
1138,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트10
1139,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트10
1140,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트10
1141,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트11
1142,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",에버온,,9,반포자이아파트11
