,addr,busiNm,powerType,stat,statNm
3682,서울특별시 구로구 경인로 53가길10(구로동) 지하 4층,제주전기자동차서비스,,2,대명벨리온 지식산업센터
3683,서울특별시 구로구 경인로 53가길10(구로동) 지하 4층,제주전기자동차서비스,,2,대명벨리온 지식산업센터
3684,서울특별시 강서구 까치산로4길 22,제주전기자동차서비스,,2,볏골공원공영주차장
3685,서울특별시 강서구 등촌로 185,제주전기자동차서비스,,2,강서구의회
3686,서울특별시 영등포구 선유로52길 13,제주전기자동차서비스,,9,서울현대교육재단
3687,서울특별시 영등포구 선유로52길 13,제주전기자동차서비스,,9,서울현대교육재단
3688,서울특별시 강서구 우장산로 114,제주전기자동차서비스,,2,화곡6-1 공영주차장
3689,서울특별시 강서구 초록마을로 126,제주전기자동차서비스,,2,화곡8-2 공영주차장
3690,서울특별시 마포구 마포대로 173-15,제주전기자동차서비스,,2,공덕래미안5차아파트
3691,서울특별시 마포구 마포대로 173-15,제주전기자동차서비스,,2,공덕래미안5차아파트
3692,서울특별시 마포구 마포대로 173-15,제주전기자동차서비스,,2,공덕래미안5차아파트
3693,서울특별시 마포구 마포대로 173-15,제주전기자동차서비스,,2,공덕래미안5차아파트
3694,서울특별시 강서구 공항대로 260,제주전기자동차서비스,,2,이대서울병원
3695,서울특별시 강서구 공항대로 260,제주전기자동차서비스,,2,이대서울병원
3696,서울특별시 강서구 공항대로 260,제주전기자동차서비스,,2,이대서울병원
3697,서울특별시 강서구 공항대로 260,제주전기자동차서비스,,3,이대서울병원
3698,서울특별시 강서구 공항대로 260,제주전기자동차서비스,,2,이대서울병원
3699,서울특별시 강서구 공항대로 260,제주전기자동차서비스,,2,이대서울병원
3700,서울특별시 강서구 공항대로 260,제주전기자동차서비스,,2,이대서울병원
3701,서울특별시 강서구 공항대로 260,제주전기자동차서비스,,2,이대서울병원
3702,서울특별시 강서구 공항대로 260,제주전기자동차서비스,,2,이대서울병원
3703,서울특별시 강서구 공항대로 260,제주전기자동차서비스,,2,이대서울병원
3704,서울특별시 동대문구 왕산로 109,제주전기자동차서비스,,9,한솔동의보감
3705,서울특별시 동대문구 왕산로 109,제주전기자동차서비스,,2,한솔동의보감
3706,서울특별시 중구 소공로 51,(주)제주전기자동차서비스,,2,우리은행(본점)
3707,서울특별시 중구 소공로 51,(주)제주전기자동차서비스,,2,우리은행(본점)
3708,서울특별시 중구 소공로 51,(주)제주전기자동차서비스,,2,우리은행(본점)
3709,서울특별시 중구 소공로 51,(주)제주전기자동차서비스,,9,우리은행(본점)
3710,서울특별시 마포구 월드컵북로60길 17,(주)제주전기자동차서비스,,2,우리은행(상암)
3711,서울특별시 마포구 월드컵북로60길 17,(주)제주전기자동차서비스,,2,우리은행(상암)
3712,서울특별시 마포구 월드컵북로60길 17,(주)제주전기자동차서비스,,2,우리은행(상암)
3713,서울특별시 마포구 월드컵북로60길 17,(주)제주전기자동차서비스,,3,우리은행(상암)
3714,서울특별시 동대문구 답십리로 210-3,(주)제주전기자동차서비스,,2,동대문구 체육관
3715,서울특별시 마포구 월드컵북로 416,LG헬로비전,,9,엘지유플러스상암사옥
3716,서울특별시 마포구 월드컵북로 416,LG헬로비전,,9,엘지유플러스상암사옥
3717,서울특별시 양천구 안양천로 1071,LG헬로비전,,9,이화의대부속병원
3718,서울특별시 양천구 안양천로 1071,LG헬로비전,,9,이화의대부속병원
3719,서울특별시 양천구 안양천로 1071,LG헬로비전,,9,이화의대부속병원
3720,서울특별시 용산구 유엔빌리지길 80-36,제주전기자동차서비스,,2,장학파르크B2
3721,서울특별시 용산구 유엔빌리지길 80-36,제주전기자동차서비스,,2,장학파르크B2
3722,서울특별시 동대문구,제주전기자동차서비스,,2,배봉산 숲속도서관
3723,서울특별시 도봉구 마들로13길 84,제주전기자동차서비스,,2,창동아우르네
3724,서울특별시 도봉구 마들로13길 84,제주전기자동차서비스,,2,창동아우르네
3725,서울특별시 도봉구 마들로13길 84,제주전기자동차서비스,,2,창동아우르네
3726,서울특별시 종로구 새문안로3길 30,제주전기자동차서비스,,2,대우빌딩
3727,서울특별시 종로구 새문안로3길 30,제주전기자동차서비스,,3,대우빌딩
3728,서울특별시 성동구,(주)제주전기자동차서비스,,2,성수 에이원센터
3729,서울특별시 강서구 강서로 348,한국전기차인프라기술,,2,우장산힐스테이트1
3730,서울특별시 강서구 강서로 348,한국전기차인프라기술,,2,우장산힐스테이트1
3731,서울특별시 강서구 강서로 348,한국전기차인프라기술,,2,우장산힐스테이트1
3732,서울특별시 강서구 강서로 348,한국전기차인프라기술,,2,우장산힐스테이트2
3733,서울특별시 강서구 강서로 348,한국전기차인프라기술,,2,우장산힐스테이트2
3734,서울특별시 강서구 강서로 348,한국전기차인프라기술,,2,우장산힐스테이트2
3735,서울특별시 강서구 강서로 348,한국전기차인프라기술,,2,우장산힐스테이트3
3736,서울특별시 강서구 강서로 348,한국전기차인프라기술,,2,우장산힐스테이트3
3737,서울특별시 강서구 강서로 348,한국전기차인프라기술,,2,우장산힐스테이트3
3738,서울특별시 강서구 강서로 348,한국전기차인프라기술,,2,우장산힐스테이트3
3739,서울특별시 동대문구 외대역동로 101,한국전기차인프라기술,,2,이문중앙하이츠
3740,서울특별시 동대문구 외대역동로 101,한국전기차인프라기술,,2,이문중앙하이츠
3741,서울특별시 동대문구 외대역동로 101,한국전기차인프라기술,,2,이문중앙하이츠
3742,서울특별시 동대문구 외대역동로 101,한국전기차인프라기술,,2,이문중앙하이츠
3743,서울특별시 동대문구 외대역동로 101,한국전기차인프라기술,,2,이문중앙하이츠
3744,서울특별시 동대문구 외대역동로 101,한국전기차인프라기술,,2,이문중앙하이츠
3745,서울특별시 동대문구 외대역동로 101,한국전기차인프라기술,,2,이문중앙하이츠
3746,서울특별시 동대문구 외대역동로 101,한국전기차인프라기술,,2,이문중앙하이츠
3747,서울특별시 동대문구 외대역동로 101,한국전기차인프라기술,,2,이문중앙하이츠
3748,서울특별시 마포구 월드컵북로 502-7,한국전기차인프라기술,,2,상암월드컵파크12단지1
3749,서울특별시 마포구 월드컵북로 502-7,한국전기차인프라기술,,2,상암월드컵파크12단지1
3750,서울특별시 강동구 올림픽로81길 15,한국전기차인프라기술,,2,천호이편한세상1
3751,서울특별시 강동구 올림픽로81길 15,한국전기차인프라기술,,2,천호이편한세상1
3752,서울특별시 강동구 올림픽로81길 15,한국전기차인프라기술,,2,천호이편한세상2
3753,서울특별시 강동구 올림픽로81길 15,한국전기차인프라기술,,2,천호이편한세상2
3754,서울특별시 강동구 올림픽로81길 15,한국전기차인프라기술,,2,천호이편한세상2
3755,서울특별시 광진구 뚝섬로34길 67,한국전기차인프라기술,,2,광진트라팰리스1
3756,서울특별시 광진구 뚝섬로34길 67,한국전기차인프라기술,,2,광진트라팰리스1
3757,서울특별시 광진구 뚝섬로34길 67,한국전기차인프라기술,,2,광진트라팰리스1
3758,서울특별시 광진구 뚝섬로34길 67,한국전기차인프라기술,,2,광진트라팰리스2
3759,서울특별시 광진구 뚝섬로34길 67,한국전기차인프라기술,,2,광진트라팰리스2
3760,서울특별시 광진구 뚝섬로34길 67,한국전기차인프라기술,,3,광진트라팰리스2
3761,서울특별시 성북구 종암로 167,한국전기차인프라기술,,2,동일하이빌뉴시티
3762,서울특별시 성북구 종암로 167,한국전기차인프라기술,,2,동일하이빌뉴시티
3763,서울특별시 성북구 종암로 167,한국전기차인프라기술,,2,동일하이빌뉴시티
3764,서울특별시 성북구 종암로 167,한국전기차인프라기술,,2,동일하이빌뉴시티
3765,서울특별시 성북구 종암로 167,한국전기차인프라기술,,2,동일하이빌뉴시티
3766,서울특별시 성북구 종암로 167,한국전기차인프라기술,,2,동일하이빌뉴시티
3767,서울특별시 강남구 언주로30길 57,한국전기차인프라기술,,2,타워팰리스2
3768,서울특별시 강남구 언주로30길 57,한국전기차인프라기술,,3,타워팰리스2
3769,서울특별시 강남구 언주로30길 57,한국전기차인프라기술,,2,타워팰리스2
3770,서울특별시 용산구 백범로 341,한국전기차인프라기술,,2,리첸시아용산2
3771,서울특별시 용산구 백범로 341,한국전기차인프라기술,,2,리첸시아용산2
3772,서울특별시 동대문구 장안벚꽃로5길 10,한국전기차인프라기술,,2,휘경동일하이빌
3773,서울특별시 동대문구 장안벚꽃로5길 10,한국전기차인프라기술,,2,휘경동일하이빌
3774,서울특별시 용산구 원효로90길 11,한국전기차인프라기술,,2,용산더프라임
3775,서울특별시 용산구 원효로90길 11,한국전기차인프라기술,,2,용산더프라임
3776,서울특별시 용산구 원효로90길 11,한국전기차인프라기술,,2,용산더프라임
3777,서울특별시 용산구 원효로90길 11,한국전기차인프라기술,,2,용산더프라임
3778,서울특별시 용산구 원효로90길 11,한국전기차인프라기술,,2,용산더프라임
3779,서울특별시 강서구 등촌로 137,한국전기차인프라기술,,2,등촌동대림아파트1
3780,서울특별시 강서구 등촌로 137,한국전기차인프라기술,,2,등촌동대림아파트1
3781,서울특별시 강서구 등촌로 137,한국전기차인프라기술,,2,등촌동대림아파트1
3782,서울특별시 도봉구 노해로62길 77,한국전기차인프라기술,,2,중흥s클래스
3783,서울특별시 도봉구 노해로62길 77,한국전기차인프라기술,,2,중흥s클래스
3784,서울특별시 도봉구 노해로62길 77,한국전기차인프라기술,,2,중흥s클래스
3785,서울특별시 마포구 월드컵북로 502-7,한국전기차인프라기술,,2,상암월드컵파크12단지2
3786,서울특별시 마포구 월드컵북로 502-7,한국전기차인프라기술,,2,상암월드컵파크12단지2
3787,서울특별시 노원구 노원로 62,한국전기차인프라기술,,2,공릉효성화운트빌
3788,서울특별시 노원구 노원로 62,한국전기차인프라기술,,2,공릉효성화운트빌
3789,서울특별시 성북구 한천로 509,한국전기차인프라기술,,9,석관코오롱아파트
3790,서울특별시 성북구 한천로 509,한국전기차인프라기술,,9,석관코오롱아파트
3791,서울특별시 성동구 행당로 27,한국전기차인프라기술,,2,신금호두산
3792,서울특별시 성동구 행당로 27,한국전기차인프라기술,,2,신금호두산
3793,서울특별시 동작구 노량진로32길 156,한국전기차인프라기술,,2,경동원츠리버
3794,서울특별시 동작구 노량진로32길 156,한국전기차인프라기술,,2,경동원츠리버
3795,서울특별시 양천구 신정이펜1로 27,한국전기차인프라기술,,2,신정이펜하우스5단지
3796,서울특별시 양천구 신정이펜1로 27,한국전기차인프라기술,,2,신정이펜하우스5단지
3797,서울특별시 도봉구 도봉로106길 23,(주)클린일렉스,,2,북한산현대홈시티1단지
3798,서울특별시 도봉구 도봉로106길 23,(주)클린일렉스,,2,북한산현대홈시티1단지
3799,서울특별시 도봉구 도봉로106길 23,(주)클린일렉스,,2,북한산현대홈시티2단지
3800,서울특별시 도봉구 도봉로106길 23,(주)클린일렉스,,2,북한산현대홈시티2단지
3801,서울특별시 도봉구 도봉로106길 23,(주)클린일렉스,,2,북한산현대홈시티3단지
3802,서울특별시 도봉구 도봉로106길 23,(주)클린일렉스,,2,북한산현대홈시티3단지
3803,서울특별시 송파구 충민로 151,(주)클린일렉스,,2,송파파인타운2단지
3804,서울특별시 송파구 충민로 151,(주)클린일렉스,,2,송파파인타운2단지
3805,서울특별시 송파구 충민로 151,(주)클린일렉스,,2,송파파인타운2단지
3806,서울특별시 송파구 충민로 151,(주)클린일렉스,,2,송파파인타운2단지
3807,서울특별시 송파구 충민로 151,(주)클린일렉스,,2,송파파인타운2단지
3808,서울특별시 송파구 충민로 151,(주)클린일렉스,,2,송파파인타운2단지
3809,서울특별시 송파구 충민로 151,(주)클린일렉스,,2,송파파인타운2단지
3810,서울특별시 송파구 충민로 151,(주)클린일렉스,,2,송파파인타운2단지
3811,서울특별시 금천구 디지털로9길 68,(주)클린일렉스,,2,대륭포스트타워5차
3812,서울특별시 금천구 디지털로9길 68,(주)클린일렉스,,2,대륭포스트타워5차
3813,서울특별시 금천구 디지털로9길 68,(주)클린일렉스,,2,대륭포스트타워5차
3814,서울특별시 금천구 디지털로9길 68,(주)클린일렉스,,3,대륭포스트타워5차
3815,서울특별시 금천구 디지털로9길 68,(주)클린일렉스,,2,대륭포스트타워5차
3816,서울특별시 금천구 디지털로9길 68,(주)클린일렉스,,2,대륭포스트타워5차
3817,서울특별시 영등포구 문래로4길 26,(주)클린일렉스,,2,문래대원아파트
3818,서울특별시 영등포구 문래로4길 26,(주)클린일렉스,,2,문래대원아파트
3819,서울특별시 영등포구 문래로4길 26,(주)클린일렉스,,2,문래대원아파트
3820,서울특별시 영등포구 문래로4길 26,(주)클린일렉스,,2,문래대원아파트
3821,서울특별시 영등포구 문래로4길 26,(주)클린일렉스,,2,문래대원아파트
3822,서울특별시 금천구 가산디지털1로 119,(주)클린일렉스,,2,SK트윈테크타워
3823,서울특별시 금천구 가산디지털1로 119,(주)클린일렉스,,2,SK트윈테크타워
3824,서울특별시 금천구 범안로 1130,(주)클린일렉스,,2,디지털엠파이어
3825,서울특별시 금천구 범안로 1130,(주)클린일렉스,,2,디지털엠파이어
3826,서울특별시 금천구 범안로 1130,(주)클린일렉스,,2,디지털엠파이어
3827,서울특별시 금천구 범안로 1130,(주)클린일렉스,,2,디지털엠파이어
3828,서울특별시 금천구 범안로 1130,(주)클린일렉스,,2,디지털엠파이어
3829,서울특별시 금천구 범안로 1130,(주)클린일렉스,,2,디지털엠파이어
3830,서울특별시 금천구 범안로 1130,(주)클린일렉스,,9,디지털엠파이어
3831,서울특별시 금천구 범안로 1130,(주)클린일렉스,,9,디지털엠파이어
3832,서울특별시 노원구 상계로 267,(주)클린일렉스,,4,서울신상계초등학교
3833,서울특별시 노원구 상계로 267,(주)클린일렉스,,2,서울신상계초등학교
3834,서울특별시 서초구 동광로28길 2,(주)클린일렉스,,2,B HOUSE
3835,서울특별시 구로구 중앙로5길 24,(주)클린일렉스,,2,한효아파트
3836,서울특별시 구로구 중앙로5길 24,(주)클린일렉스,,3,한효아파트
3837,서울특별시 구로구 중앙로5길 24,(주)클린일렉스,,2,한효아파트
3838,서울특별시 중구 다산로36길 110,(주)클린일렉스,,2,신당푸르지오아파트
3839,서울특별시 중구 다산로36길 110,(주)클린일렉스,,2,신당푸르지오아파트
3840,서울특별시 중구 다산로36길 110,(주)클린일렉스,,2,신당푸르지오아파트
3841,서울특별시 중구 다산로36길 110,(주)클린일렉스,,2,신당푸르지오아파트
3842,서울특별시 중구 다산로36길 110,(주)클린일렉스,,2,신당푸르지오아파트
3843,서울특별시 중구 다산로36길 110,(주)클린일렉스,,2,신당푸르지오아파트
3844,서울특별시 중구 다산로36길 110,(주)클린일렉스,,2,신당푸르지오아파트
3845,서울특별시 중구 다산로36길 110,(주)클린일렉스,,2,신당푸르지오아파트
3846,서울특별시 중구 다산로36길 110,(주)클린일렉스,,2,신당푸르지오아파트
3847,서울특별시 중구 다산로36길 110,(주)클린일렉스,,2,신당푸르지오아파트
3848,서울특별시 은평구 통일로 660,(주)클린일렉스,,2,북한산푸르지오아파트
3849,서울특별시 은평구 통일로 660,(주)클린일렉스,,2,북한산푸르지오아파트
3850,서울특별시 은평구 통일로 660,(주)클린일렉스,,2,북한산푸르지오아파트
3851,서울특별시 은평구 통일로 660,(주)클린일렉스,,2,북한산푸르지오아파트
3852,서울특별시 은평구 통일로 660,(주)클린일렉스,,2,북한산푸르지오아파트
3853,서울특별시 은평구 통일로 660,(주)클린일렉스,,3,북한산푸르지오아파트
3854,서울특별시 마포구 망원로4길 8,(주)클린일렉스,,2,망원성원2차아파트
3855,서울특별시 마포구 망원로4길 8,(주)클린일렉스,,2,망원성원2차아파트
3856,서울특별시 금천구 벚꽃로 298,(주)클린일렉스,,2,대륭포스트타워 6차
3857,서울특별시 금천구 벚꽃로 298,(주)클린일렉스,,2,대륭포스트타워 6차
3858,서울특별시 금천구 벚꽃로 298,(주)클린일렉스,,2,대륭포스트타워 6차
3859,서울특별시 금천구 벚꽃로 298,(주)클린일렉스,,2,대륭포스트타워 6차
3860,서울특별시 도봉구 노해로41가길 16,(주)클린일렉스,,2,쌍문e-편한세상아파트
3861,서울특별시 도봉구 노해로41가길 16,(주)클린일렉스,,2,쌍문e-편한세상아파트
3862,서울특별시 도봉구 노해로41가길 16,(주)클린일렉스,,2,쌍문e-편한세상아파트
3863,서울특별시 강남구 강남대로84길 33,(주)클린일렉스,,2,대우디오빌플러스
3864,서울특별시 강남구 강남대로84길 33,(주)클린일렉스,,2,대우디오빌플러스
3865,서울특별시 강서구 강서로7길 82,(주)클린일렉스,,3,우공펠리스
3866,서울특별시 강서구 양천로 140,(주)클린일렉스,,1,마곡현대아파트
3867,서울특별시 강서구 양천로 140,(주)클린일렉스,,1,마곡현대아파트
3868,서울특별시 강서구 양천로 140,(주)클린일렉스,,1,마곡현대아파트
3869,서울특별시 강서구 양천로 140,(주)클린일렉스,,3,마곡현대아파트
3870,서울특별시 동작구 보라매로5길 5,(주)클린일렉스,,2,보라매우성아파트
3871,서울특별시 동작구 보라매로5길 5,(주)클린일렉스,,2,보라매우성아파트
3872,서울특별시 동작구 보라매로5길 5,(주)클린일렉스,,2,보라매우성아파트
3873,서울특별시 동작구 보라매로5길 5,(주)클린일렉스,,2,보라매우성아파트
3874,서울특별시 동작구 보라매로5길 5,(주)클린일렉스,,2,보라매우성아파트
3875,서울특별시 양천구 목동동로 411,(주)클린일렉스,,2,목동부영그린타운3차아파트
3876,서울특별시 양천구 목동동로 411,(주)클린일렉스,,2,목동부영그린타운3차아파트
3877,서울특별시 양천구 목동동로 411,(주)클린일렉스,,2,목동부영그린타운3차아파트
3878,서울특별시 양천구 목동동로 411,(주)클린일렉스,,2,목동부영그린타운3차아파트
3879,서울특별시 양천구 목동동로 411,(주)클린일렉스,,2,목동부영그린타운3차아파트
3880,서울특별시 양천구 목동동로 411,(주)클린일렉스,,2,목동부영그린타운3차아파트
3881,서울특별시 양천구 목동동로 411,(주)클린일렉스,,2,목동부영그린타운3차아파트
3882,서울특별시 양천구 목동동로 411,(주)클린일렉스,,2,목동부영그린타운3차아파트
3883,서울특별시 양천구 목동동로 411,(주)클린일렉스,,2,목동부영그린타운3차아파트
3884,서울특별시 양천구 목동동로 411,(주)클린일렉스,,2,목동부영그린타운3차아파트
3885,서울특별시 은평구 연서로44길 55,(주)클린일렉스,,2,은평뉴타운폭포동4단지
3886,서울특별시 은평구 연서로44길 55,(주)클린일렉스,,2,은평뉴타운폭포동4단지
3887,서울특별시 은평구 연서로44길 55,(주)클린일렉스,,2,은평뉴타운폭포동4단지
3888,서울특별시 중랑구 사가정로71길 11,(주)클린일렉스,,2,용마한신2차아파트
3889,서울특별시 중랑구 사가정로71길 11,(주)클린일렉스,,2,용마한신2차아파트
3890,서울특별시 중랑구 사가정로71길 11,(주)클린일렉스,,2,용마한신2차아파트
3891,서울특별시 노원구 덕릉로60길 222,(주)클린일렉스,,1,초안산쌍용스윗닷홈아파트
3892,서울특별시 노원구 덕릉로60길 222,(주)클린일렉스,,1,초안산쌍용스윗닷홈아파트
3893,서울특별시 노원구 덕릉로60길 222,(주)클린일렉스,,1,초안산쌍용스윗닷홈아파트
3894,서울특별시 노원구 덕릉로60길 222,(주)클린일렉스,,1,초안산쌍용스윗닷홈아파트
3895,서울특별시 노원구 덕릉로60길 222,(주)클린일렉스,,1,초안산쌍용스윗닷홈아파트
3896,서울특별시 강남구 광평로34길 35,(주)클린일렉스,,3,강남더ㅤㅅㅑㅍ포레스트아파트
3897,서울특별시 강남구 광평로34길 35,(주)클린일렉스,,2,강남더ㅤㅅㅑㅍ포레스트아파트
3898,서울특별시 강남구 광평로34길 35,(주)클린일렉스,,3,강남더ㅤㅅㅑㅍ포레스트아파트
3899,서울특별시 강남구 광평로34길 35,(주)클린일렉스,,2,강남더ㅤㅅㅑㅍ포레스트아파트
3900,서울특별시 강남구 광평로34길 35,(주)클린일렉스,,2,강남더ㅤㅅㅑㅍ포레스트아파트
3901,서울특별시 강남구 광평로34길 35,(주)클린일렉스,,2,강남더ㅤㅅㅑㅍ포레스트아파트
3902,서울특별시 강남구 광평로34길 35,(주)클린일렉스,,2,강남더ㅤㅅㅑㅍ포레스트아파트
3903,서울특별시 강남구 광평로34길 35,(주)클린일렉스,,2,강남더ㅤㅅㅑㅍ포레스트아파트
3904,서울특별시 강남구 광평로34길 35,(주)클린일렉스,,2,강남더ㅤㅅㅑㅍ포레스트아파트
3905,서울특별시 강남구 광평로34길 35,(주)클린일렉스,,2,강남더ㅤㅅㅑㅍ포레스트아파트
3906,서울특별시 은평구 불광로2길 33,(주)클린일렉스,,2,북한산힐스테이트1차아파트
3907,서울특별시 은평구 불광로2길 33,(주)클린일렉스,,2,북한산힐스테이트1차아파트
3908,서울특별시 은평구 불광로2길 33,(주)클린일렉스,,2,북한산힐스테이트1차아파트
3909,서울특별시 은평구 불광로2길 33,(주)클린일렉스,,2,북한산힐스테이트1차아파트
3910,서울특별시 은평구 불광로2길 33,(주)클린일렉스,,2,북한산힐스테이트1차아파트
3911,서울특별시 은평구 불광로2길 33,(주)클린일렉스,,2,북한산힐스테이트1차아파트
3912,서울특별시 은평구 불광로2길 33,(주)클린일렉스,,2,북한산힐스테이트1차아파트
3913,서울특별시 은평구 불광로2길 33,(주)클린일렉스,,2,북한산힐스테이트1차아파트
3914,서울특별시 은평구 불광로2길 33,(주)클린일렉스,,2,북한산힐스테이트1차아파트
3915,서울특별시 은평구 불광로2길 33,(주)클린일렉스,,2,북한산힐스테이트1차아파트
3916,서울특별시 강동구 양재대로81길 90,(주)클린일렉스,,2,한솔브리즈아파트
3917,서울특별시 강동구 양재대로81길 90,(주)클린일렉스,,2,한솔브리즈아파트
3918,서울특별시 성북구 숭인로2길 61,(주)클린일렉스,,3,길음동부센트레빌
3919,서울특별시 성북구 숭인로2길 61,(주)클린일렉스,,2,길음동부센트레빌
3920,서울특별시 성북구 숭인로2길 61,(주)클린일렉스,,2,길음동부센트레빌
3921,서울특별시 성북구 숭인로2길 61,(주)클린일렉스,,2,길음동부센트레빌
3922,서울특별시 성북구 숭인로2길 61,(주)클린일렉스,,2,길음동부센트레빌
3923,서울특별시 성북구 숭인로2길 61,(주)클린일렉스,,2,길음동부센트레빌
3924,서울특별시 성북구 숭인로2길 61,(주)클린일렉스,,2,길음동부센트레빌
3925,서울특별시 성북구 숭인로2길 61,(주)클린일렉스,,2,길음동부센트레빌
3926,서울특별시 성북구 숭인로2길 61,(주)클린일렉스,,2,길음동부센트레빌
3927,서울특별시 강남구 논현로 209,(주)클린일렉스,,2,도곡동경남아파트
3928,서울특별시 강남구 논현로 209,(주)클린일렉스,,2,도곡동경남아파트
3929,서울특별시 강남구 논현로 209,(주)클린일렉스,,2,도곡동경남아파트
3930,서울특별시 노원구 동일로191가길 66,(주)클린일렉스,,4,공릉동길성아파트
3931,서울특별시 노원구 동일로191가길 66,(주)클린일렉스,,2,공릉동길성아파트
3932,서울특별시 용산구 후암로 65,(주)클린일렉스,,2,브라운스톤남산아파트
3933,서울특별시 영등포구 선유로43가길 24,(주)클린일렉스,,2,거성파스텔아파트
3934,서울특별시 영등포구 선유로43가길 24,(주)클린일렉스,,2,거성파스텔아파트
3935,서울특별시 영등포구 선유로43가길 24,(주)클린일렉스,,2,거성파스텔아파트
3936,서울특별시 영등포구 선유로43가길 24,(주)클린일렉스,,2,거성파스텔아파트
3937,서울특별시 영등포구 선유로43가길 24,(주)클린일렉스,,2,거성파스텔아파트
3938,서울특별시 영등포구 선유로43가길 24,(주)클린일렉스,,2,거성파스텔아파트
3939,서울특별시 영등포구 선유로43가길 24,(주)클린일렉스,,2,거성파스텔아파트
3940,서울특별시 영등포구 선유로43가길 24,(주)클린일렉스,,2,거성파스텔아파트
3941,서울특별시 영등포구 선유로43가길 24,(주)클린일렉스,,2,거성파스텔아파트
3942,서울특별시 영등포구 선유로43가길 24,(주)클린일렉스,,2,거성파스텔아파트
3943,서울특별시 마포구 독막로 209,(주)클린일렉스,,2,세양청마루아파트(마포)
3944,서울특별시 마포구 독막로 209,(주)클린일렉스,,2,세양청마루아파트(마포)
3945,서울특별시 용산구 백범로 275,(주)클린일렉스,,2,효창파크KCC스위첸
3946,서울특별시 용산구 백범로 275,(주)클린일렉스,,2,효창파크KCC스위첸
3947,서울특별시 도봉구 도봉로169길 31,(주)클린일렉스,,2,도봉럭키아파트
3948,서울특별시 도봉구 도봉로169길 31,(주)클린일렉스,,2,도봉럭키아파트
3949,서울특별시 도봉구 도봉로169길 31,(주)클린일렉스,,2,도봉럭키아파트
3950,서울특별시 구로구 경인로47다길 34-7,(주)클린일렉스,,2,고척우성꿈동산아파트
3951,서울특별시 구로구 경인로47다길 34-7,(주)클린일렉스,,2,고척우성꿈동산아파트
3952,서울특별시 구로구 경인로47다길 34-7,(주)클린일렉스,,1,고척우성꿈동산아파트
3953,서울특별시 구로구 중앙로1길 18-19,(주)클린일렉스,,2,고척우성현대아파트
3954,서울특별시 구로구 중앙로1길 18-19,(주)클린일렉스,,2,고척우성현대아파트
3955,서울특별시 구로구 중앙로1길 18-19,(주)클린일렉스,,2,고척우성현대아파트
3956,서울특별시 서초구 신반포로16길 15-20,(주)클린일렉스,,2,반포힐스테이트아파트
3957,서울특별시 서초구 신반포로16길 15-20,(주)클린일렉스,,2,반포힐스테이트아파트
3958,서울특별시 서초구 신반포로16길 15-20,(주)클린일렉스,,2,반포힐스테이트아파트
3959,서울특별시 서초구 신반포로16길 15-20,(주)클린일렉스,,2,반포힐스테이트아파트
3960,서울특별시 서초구 신반포로16길 15-20,(주)클린일렉스,,2,반포힐스테이트아파트
3961,서울특별시 서초구 신반포로16길 15-20,(주)클린일렉스,,2,반포힐스테이트아파트
3962,서울특별시 서초구 신반포로16길 15-20,(주)클린일렉스,,2,반포힐스테이트아파트
3963,서울특별시 서초구 신반포로16길 15-20,(주)클린일렉스,,2,반포힐스테이트아파트
3964,서울특별시 서초구 신반포로16길 15-20,(주)클린일렉스,,2,반포힐스테이트아파트
3965,서울특별시 서초구 신반포로16길 15-20,(주)클린일렉스,,2,반포힐스테이트아파트
3966,서울특별시 마포구 독막로42길 2,(주)클린일렉스,,3,마포자이아파트
3967,서울특별시 마포구 독막로42길 2,(주)클린일렉스,,2,마포자이아파트
3968,서울특별시 마포구 독막로42길 2,(주)클린일렉스,,2,마포자이아파트
3969,서울특별시 마포구 독막로42길 2,(주)클린일렉스,,2,마포자이아파트
3970,서울특별시 마포구 독막로42길 2,(주)클린일렉스,,2,마포자이아파트
3971,서울특별시 마포구 독막로42길 2,(주)클린일렉스,,2,마포자이아파트
3972,서울특별시 마포구 독막로42길 2,(주)클린일렉스,,2,마포자이아파트
3973,서울특별시 마포구 독막로42길 2,(주)클린일렉스,,2,마포자이아파트
3974,서울특별시 마포구 독막로42길 2,(주)클린일렉스,,2,마포자이아파트
3975,서울특별시 마포구 독막로42길 2,(주)클린일렉스,,2,마포자이아파트
3976,서울특별시 마포구 신수로2길 6,(주)클린일렉스,,2,반도유보라아일랜드아파트
3977,서울특별시 광진구 동일로 459,(주)클린일렉스,,2,중곡성원아파트
3978,서울특별시 광진구 동일로 459,(주)클린일렉스,,2,중곡성원아파트
3979,서울특별시 강북구 삼양로19길 113,(주)클린일렉스,,2,삼각산아이원아파트
3980,서울특별시 강북구 삼양로19길 113,(주)클린일렉스,,2,삼각산아이원아파트
3981,서울특별시 강북구 삼양로19길 113,(주)클린일렉스,,2,삼각산아이원아파트
3982,서울특별시 강북구 삼양로19길 113,(주)클린일렉스,,2,삼각산아이원아파트
3983,서울특별시 강북구 삼양로19길 113,(주)클린일렉스,,2,삼각산아이원아파트
3984,서울특별시 강북구 삼양로19길 113,(주)클린일렉스,,2,삼각산아이원아파트
3985,서울특별시 강북구 삼양로19길 113,(주)클린일렉스,,2,삼각산아이원아파트
3986,서울특별시 강북구 삼양로19길 113,(주)클린일렉스,,2,삼각산아이원아파트
