시군구,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,해제사유발생일
서울특별시 강북구 수유동,파크(나),65.82,202102,17,26200 ,2,2003,삼양로131길 11-9,
서울특별시 강북구 우이동,대우,84.93,202102,23,64800 ,3,2000,삼양로149길 45,
서울특별시 강북구 우이동,성원상떼빌,84.98,202101,27,49000 ,6,1990,삼양로 658,
서울특별시 강북구 우이동,성원상떼빌,84.98,202102,26,49000 ,12,1990,삼양로 658,
서울특별시 강서구 가양동,가양1차보람더하임,83.07,202102,18,81500 ,14,2006,양천로53길 66,
서울특별시 강서구 가양동,가양강나루현대,84.98,202103,10,95000 ,4,1999,양천로 507,
서울특별시 강서구 가양동,가양우성,75.48,202102,2,85000 ,9,1990,양천로 489,
서울특별시 강서구 가양동,강나루2현대,84.99,202102,9,91800 ,19,2001,양천로 497,
서울특별시 강서구 가양동,보광드림타운,84.22,202103,15,65000 ,15,2003,화곡로72길 56,
서울특별시 강서구 가양동,일신건영휴먼빌,84.95,202101,16,90000 ,3,2004,강서로 490,
서울특별시 강서구 가양동,일신건영휴먼빌,84.95,202101,18,78900 ,2,2004,강서로 490,
서울특별시 강서구 가양동,한강타운,84.99,202101,12,95000 ,1,1993,허준로 23,
서울특별시 강서구 가양동,한강타운,84.99,202101,19,96000 ,15,1993,허준로 23,
서울특별시 강서구 가양동,한강타운,84.99,202101,28,90000 ,15,1993,허준로 23,
서울특별시 강서구 가양동,한강타운,84.99,202102,15,94000 ,15,1993,허준로 23,
서울특별시 강서구 가양동,한강타운,84.99,202102,25,107500 ,6,1993,허준로 23,
서울특별시 강서구 가양동,한강타운,84.99,202103,3,105000 ,12,1993,허준로 23,
서울특별시 강서구 공항동,공항동부센트레빌,84.99,202101,19,82000 ,10,2009,남부순환로 11,
서울특별시 강서구 공항동,해태,84.27,202102,6,64500 ,6,2000,방화대로 259,
서울특별시 강서구 내발산동,강성레스빌,84.762,202102,19,61500 ,3,2005,강서로45라길 52,
서울특별시 강서구 내발산동,길성그랑프리텔,71.513,202101,14,63000 ,4,2003,강서로46길 79,
서울특별시 강서구 내발산동,길성그랑프리텔,71.513,202101,19,57000 ,1,2003,강서로46길 79,
서울특별시 강서구 내발산동,길성그랑프리텔,71.513,202101,25,66000 ,10,2003,강서로46길 79,
서울특별시 강서구 내발산동,덕현중앙타워빌,70.51,202101,11,49500 ,4,2003,강서로48길 25,
서울특별시 강서구 내발산동,덕현중앙타워빌,70.51,202103,13,44900 ,2,2003,강서로48길 25,
서울특별시 강서구 내발산동,롯데2,84.708,202102,10,75500 ,3,2003,우장산로 47,
서울특별시 강서구 내발산동,마곡수명산파크1단지,84.53,202101,15,91800 ,2,2007,강서로47길 108,
서울특별시 강서구 내발산동,마곡수명산파크1단지,84.53,202101,16,65000 ,2,2007,강서로47길 108,
서울특별시 강서구 내발산동,마곡수명산파크1단지,84.82,202101,25,96900 ,7,2007,강서로47길 108,
서울특별시 강서구 내발산동,마곡수명산파크1단지,84.53,202101,30,98000 ,8,2007,강서로47길 108,
서울특별시 강서구 내발산동,마곡수명산파크1단지,84.53,202101,31,104000 ,4,2007,강서로47길 108,
서울특별시 강서구 내발산동,마곡수명산파크1단지,84.68,202102,6,106500 ,8,2007,강서로47길 108,
서울특별시 강서구 내발산동,마곡수명산파크1단지,84.53,202102,20,110000 ,11,2007,강서로47길 108,
서울특별시 강서구 내발산동,마곡수명산파크1단지,84.68,202102,24,106000 ,3,2007,강서로47길 108,
서울특별시 강서구 내발산동,마곡수명산파크1단지,84.53,202103,10,95000 ,7,2007,강서로47길 108,
서울특별시 강서구 내발산동,마곡수명산파크2단지,84.68,202101,9,100000 ,14,2007,강서로47길 158,
서울특별시 강서구 내발산동,마곡수명산파크2단지,84.75,202101,20,110000 ,9,2007,강서로47길 158,
서울특별시 강서구 내발산동,마곡수명산파크2단지,84.75,202102,6,113000 ,13,2007,강서로47길 158,
서울특별시 강서구 내발산동,마곡수명산파크2단지,84.53,202102,16,108000 ,6,2007,강서로47길 158,
서울특별시 강서구 내발산동,마곡수명산파크3단지,84.96,202101,15,93500 ,1,2007,수명로1길 110,
서울특별시 강서구 내발산동,마곡수명산파크3단지,84.76,202101,27,98750 ,10,2007,수명로1길 110,
서울특별시 강서구 내발산동,마곡수명산파크4단지,84.96,202102,9,92000 ,9,2008,수명로1길 16,
서울특별시 강서구 내발산동,마곡수명산파크6단지,84.82,202101,24,93000 ,8,2007,수명로2길 63,
서울특별시 강서구 내발산동,마곡수명산파크7단지,84.82,202101,9,84500 ,2,2008,수명로2가길 22,
서울특별시 강서구 내발산동,마곡수명산파크7단지,84.68,202101,30,88000 ,13,2008,수명로2가길 22,
서울특별시 강서구 내발산동,마곡수명산파크7단지,84.82,202102,22,89500 ,7,2008,수명로2가길 22,
서울특별시 강서구 내발산동,명덕,68.22,202102,1,42000 ,2,2003,공항대로36길 69,
서울특별시 강서구 내발산동,문국,76.32,202101,20,47850 ,6,1998,강서로47가길 24,
서울특별시 강서구 내발산동,보람,84.03,202101,16,63000 ,11,2001,강서로47길 80,
서울특별시 강서구 내발산동,보람,84.03,202102,10,60900 ,3,2001,강서로47길 80,
서울특별시 강서구 내발산동,보람,84.03,202103,1,63000 ,10,2001,강서로47길 80,
서울특별시 강서구 내발산동,수명산태송팰리채,77.14,202103,5,57600 ,4,2008,강서로47마길 15,
서울특별시 강서구 내발산동,수산오성,84.94,202101,15,59500 ,9,2002,강서로45나길 15,
서울특별시 강서구 내발산동,수산오성,84.94,202102,22,66000 ,8,2002,강서로45나길 15,
서울특별시 강서구 내발산동,신세계(697-5),83.93,202102,2,53250 ,8,2001,강서로47다길 10-3,
서울특별시 강서구 내발산동,신세계5차,84.89,202101,11,59500 ,1,2005,우장산로2길 21-22,
서울특별시 강서구 내발산동,예스빌,76.74,202102,1,47300 ,5,2003,강서로47길 63,
서울특별시 강서구 내발산동,우장산월드메르디앙,84.4476,202101,23,84000 ,14,2005,우장산로 8,
서울특별시 강서구 내발산동,우장산월드메르디앙,84.4476,202102,3,83000 ,12,2005,우장산로 8,
서울특별시 강서구 내발산동,우장산월드메르디앙,84.4476,202103,13,82000 ,11,2005,우장산로 8,
서울특별시 강서구 내발산동,우장산월드메르디앙,84.4476,202103,25,85000 ,11,2005,우장산로 8,
서울특별시 강서구 내발산동,우장산태승훼미리,76.87,202101,9,46000 ,3,2002,우장산로6길 8,
서울특별시 강서구 내발산동,우장산힐스테이트,84.98,202101,16,124500 ,17,2005,강서로 348,
서울특별시 강서구 내발산동,우장산힐스테이트,84.98,202101,30,131000 ,16,2005,강서로 348,
서울특별시 강서구 내발산동,우장산힐스테이트,84.98,202102,2,132000 ,20,2005,강서로 348,
서울특별시 강서구 내발산동,우장산힐스테이트,84.98,202103,17,134000 ,14,2005,강서로 348,
서울특별시 강서구 내발산동,월드메르디앙,84.8945,202102,2,85000 ,1,2006,공항대로42길 54-26,
서울특별시 강서구 내발산동,월드메르디앙,84.8945,202103,5,92000 ,6,2006,공항대로42길 54-26,
서울특별시 강서구 내발산동,제이월드에메랄드,84.32,202103,4,62800 ,5,2002,우장산로8길 28-7,
서울특별시 강서구 내발산동,쥴리앙,70.08,202103,3,51500 ,5,2007,공항대로42길 45,
서울특별시 강서구 내발산동,청솔샤르망1001동,84.4121,202103,1,64000 ,3,2004,우장산로4길 40,
서울특별시 강서구 내발산동,청솔샤르망1002동,84.6565,202101,16,59900 ,1,2005,우장산로6길 52,
서울특별시 강서구 내발산동,청솔샤르망1003동,84.3138,202101,25,59500 ,1,2005,우장산로2길 21-27,
서울특별시 강서구 내발산동,청솔샤르망1004동,84.53,202101,11,64700 ,6,2005,우장산로4길 25,
서울특별시 강서구 내발산동,청솔숲속마을 102동,84.62,202101,9,79800 ,10,2007,강서로46길 78,
서울특별시 강서구 내발산동,청솔숲속마을 102동,61.68,202101,27,60000 ,3,2007,강서로46길 78,
서울특별시 강서구 내발산동,청솔파인힐(736-0),79.37,202103,16,54800 ,5,2005,강서로47가길 20-35,
서울특별시 강서구 내발산동,청솔해오름,84.8729,202102,19,57200 ,2,2005,공항대로42길 23-8,
서울특별시 강서구 내발산동,태승훼미리,83.58,202103,19,70000 ,7,2004,강서로45길 18,
서울특별시 강서구 내발산동,태승훼미리5차,61.14,202103,11,61500 ,5,2010,강서로45길 49-4,
서울특별시 강서구 내발산동,한서3차,83.07,202102,22,43000 ,2,2004,강서로47다길 10-6,
서울특별시 강서구 등촌동,대림e편한세상,75.64,202103,15,82000 ,1,2002,등촌로 137,
서울특별시 강서구 등촌동,등촌동아이파크,84.7556,202101,19,107000 ,13,2004,등촌로 163,
서울특별시 강서구 등촌동,등촌동아이파크,84.7556,202102,20,91200 ,3,2004,등촌로 163,
서울특별시 강서구 등촌동,등촌동아이파크,84.9958,202103,13,102500 ,6,2004,등촌로 163,
서울특별시 강서구 등촌동,보람(640),83.07,202101,7,80000 ,8,2002,화곡로 390,
서울특별시 강서구 등촌동,보람(640),83.07,202102,26,81000 ,15,2002,화곡로 390,
서울특별시 강서구 등촌동,부영,80.64,202101,9,95000 ,13,1994,강서로56나길 110,
서울특별시 강서구 등촌동,부영,80.64,202101,28,94500 ,11,1994,강서로56나길 110,
서울특별시 강서구 등촌동,부영,80.64,202101,30,88800 ,11,1994,강서로56나길 110,
서울특별시 강서구 등촌동,부영,80.64,202102,3,98000 ,9,1994,강서로56나길 110,
서울특별시 강서구 등촌동,부영,80.64,202102,16,90000 ,6,1994,강서로56나길 110,
서울특별시 강서구 등촌동,부영,80.64,202103,19,93000 ,14,1994,강서로56나길 110,
서울특별시 강서구 등촌동,삼성,84,202102,5,50700 ,7,2003,화곡로61길 49,
서울특별시 강서구 등촌동,삼성한사랑1,84.99,202101,4,85300 ,6,1997,양천로66길 6,
서울특별시 강서구 등촌동,삼우지엔씨,84.03,202102,8,41000 ,6,2005,공항대로59길 29-8,
서울특별시 강서구 등촌동,서광등촌마을2,84.93,202101,18,84500 ,5,1999,공항대로45길 68-6,
서울특별시 강서구 등촌동,서광등촌마을2,84.93,202101,26,90900 ,16,1999,공항대로45길 68-6,
서울특별시 강서구 등촌동,서광등촌마을2,84.93,202101,29,88000 ,13,1999,공항대로45길 68-6,
서울특별시 강서구 등촌동,서광등촌마을2,84.93,202102,2,92000 ,12,1999,공항대로45길 68-6,
서울특별시 강서구 등촌동,예지펠리스,74.86,202101,11,46300 ,8,2009,화곡로66길 93,
서울특별시 강서구 등촌동,우성,66.9,202101,26,65000 ,6,1992,화곡로68길 115,
서울특별시 강서구 등촌동,우성,67.68,202102,22,61500 ,3,1992,화곡로68길 115,
서울특별시 강서구 등촌동,우성,66.9,202104,5,68500 ,9,1992,화곡로68길 115,
서울특별시 강서구 등촌동,월드메르디앙,84.97,202101,21,83000 ,12,2002,양천로 420,
서울특별시 강서구 등촌동,"진로,미주아파트",84.96,202101,9,83000 ,2,1994,공항대로 351-21,
서울특별시 강서구 등촌동,"진로,미주아파트",84.96,202101,30,88000 ,7,1994,공항대로 351-21,
서울특별시 강서구 등촌동,"진로,미주아파트",84.96,202102,17,88750 ,7,1994,공항대로 351-21,
서울특별시 강서구 등촌동,한사랑2삼성,84.96,202101,3,88500 ,14,1999,공항대로59길 64,
서울특별시 강서구 등촌동,한사랑2삼성,84.96,202102,6,93000 ,18,1999,공항대로59길 64,
서울특별시 강서구 등촌동,한사랑2삼성,84.96,202102,8,91250 ,10,1999,공항대로59길 64,
서울특별시 강서구 등촌동,한사랑2삼성,84.96,202102,18,85500 ,5,1999,공항대로59길 64,
서울특별시 강서구 등촌동,현대,84.62,202103,18,74500 ,15,1995,공항대로45길 24,
서울특별시 강서구 마곡동,마곡13단지힐스테이트마스터,84.9805,202101,7,120000 ,2,2017,마곡중앙1로 71,
서울특별시 강서구 마곡동,마곡13단지힐스테이트마스터,84.9881,202101,16,129500 ,13,2017,마곡중앙1로 71,
서울특별시 강서구 마곡동,마곡13단지힐스테이트마스터,84.9805,202101,23,140000 ,10,2017,마곡중앙1로 71,
서울특별시 강서구 마곡동,마곡13단지힐스테이트마스터,84.9805,202101,29,123200 ,1,2017,마곡중앙1로 71,
서울특별시 강서구 마곡동,마곡13단지힐스테이트마스터,84.9805,202102,6,140000 ,12,2017,마곡중앙1로 71,
서울특별시 강서구 마곡동,마곡13단지힐스테이트마스터,84.9805,202102,6,139000 ,15,2017,마곡중앙1로 71,
서울특별시 강서구 마곡동,마곡13단지힐스테이트마스터,84.9805,202102,26,141500 ,8,2017,마곡중앙1로 71,
서울특별시 강서구 마곡동,마곡금호어울림,84.948,202102,20,84500 ,1,2005,양천로47길 94,
서울특별시 강서구 마곡동,마곡엠밸리 1단지,84.77,202102,10,124500 ,9,2014,마곡서1로 131,
서울특별시 강서구 마곡동,마곡엠밸리10단지,84.89,202102,5,120000 ,14,2016,마곡중앙1로 72,
서울특별시 강서구 마곡동,마곡엠밸리10단지,84.89,202102,25,120000 ,12,2016,마곡중앙1로 72,
서울특별시 강서구 마곡동,마곡엠밸리10단지,84.89,202102,27,121000 ,11,2016,마곡중앙1로 72,
서울특별시 강서구 마곡동,마곡엠밸리10단지,84.89,202103,4,120000 ,9,2016,마곡중앙1로 72,
서울특별시 강서구 마곡동,마곡엠밸리11단지,84.88,202101,13,122500 ,14,2016,공항대로 124,
서울특별시 강서구 마곡동,마곡엠밸리2단지,84.95,202101,25,129500 ,8,2014,마곡서1로 146,
서울특별시 강서구 마곡동,마곡엠밸리5단지,84.95,202101,18,137500 ,14,2014,마곡서1로 111-11,
서울특별시 강서구 마곡동,마곡엠밸리6단지,84.88,202101,16,141500 ,5,2014,마곡서1로 100,
서울특별시 강서구 마곡동,마곡엠밸리6단지,84.88,202101,21,140000 ,8,2014,마곡서1로 100,
서울특별시 강서구 마곡동,마곡엠밸리8단지,84.88,202101,9,110000 ,4,2016,마곡서1로 81,
서울특별시 강서구 마곡동,마곡엠벨리(14단지),84.88,202101,30,134000 ,9,2014,마곡중앙로 33,
서울특별시 강서구 마곡동,마곡엠벨리(14단지),84.88,202101,31,134000 ,13,2014,마곡중앙로 33,
서울특별시 강서구 마곡동,마곡엠벨리(14단지),84.88,202102,4,133500 ,7,2014,마곡중앙로 33,
서울특별시 강서구 마곡동,마곡엠벨리(14단지),84.5,202102,9,121500 ,2,2014,마곡중앙로 33,
서울특별시 강서구 마곡동,마곡엠벨리(14단지),84.88,202102,17,135000 ,15,2014,마곡중앙로 33,
서울특별시 강서구 마곡동,마곡엠벨리(14단지),84.88,202103,20,133000 ,6,2014,마곡중앙로 33,
서울특별시 강서구 마곡동,마곡엠벨리(15단지),84.95,202101,5,129000 ,7,2014,마곡중앙로 36,
서울특별시 강서구 마곡동,마곡힐스테이트,84.92,202101,30,134500 ,14,2017,마곡중앙3로 74,
서울특별시 강서구 마곡동,마곡힐스테이트,84.98,202103,1,135000 ,14,2017,마곡중앙3로 74,
서울특별시 강서구 마곡동,벽산,84.97,202103,6,88500 ,7,1999,양천로47길 118,
서울특별시 강서구 마곡동,한솔솔파크,84.87,202103,1,110000 ,9,2005,양천로30길 77,
서울특별시 강서구 마곡동,한솔솔파크,84.87,202103,3,101150 ,2,2005,양천로30길 77,
서울특별시 강서구 방화동,길훈,65.88,202101,20,70000 ,2,1989,양천로30길 98,
서울특별시 강서구 방화동,대림e-편한세상,67.68,202101,31,64000 ,1,2003,양천로6길 57,
서울특별시 강서구 방화동,대림e-편한세상,67.68,202102,5,73500 ,10,2003,양천로6길 57,
서울특별시 강서구 방화동,동부강서센트레빌3차(894-0),84.4,202101,23,99000 ,6,2009,방화대로41길 9,
서울특별시 강서구 방화동,동부센트레빌,84.96,202101,4,74000 ,15,2003,양천로3길 17,
서울특별시 강서구 방화동,동부센트레빌,84.96,202103,4,74500 ,15,2003,양천로3길 17,
서울특별시 강서구 방화동,동성,84.95,202102,18,72000 ,11,1993,금낭화로23길 8,20210222
서울특별시 강서구 방화동,동성,84.95,202102,19,74800 ,1,1993,금낭화로23길 8,
서울특별시 강서구 방화동,동성,76.8,202102,26,75000 ,6,1993,금낭화로23길 8,
서울특별시 강서구 방화동,동성,64.65,202102,27,69500 ,8,1993,금낭화로23길 8,
서울특별시 강서구 방화동,마곡 태승훼미리아파트,84.95,202101,10,74000 ,9,2005,방화대로40길 66,
서울특별시 강서구 방화동,마곡 태승훼미리아파트,84.08,202102,25,71000 ,4,2005,방화대로40길 66,
서울특별시 강서구 방화동,마곡 태승훼미리아파트,74.79,202103,6,73500 ,11,2005,방화대로40길 66,
서울특별시 강서구 방화동,마곡경남아너스빌,84.98,202101,4,82500 ,6,2007,방화대로34길 62,
서울특별시 강서구 방화동,마곡경남아너스빌,84.98,202101,16,83300 ,7,2007,방화대로34길 62,
서울특별시 강서구 방화동,마곡나루경남아파트,84.29,202101,4,71000 ,1,1991,양천로30길 108,
서울특별시 강서구 방화동,마곡나루경남아파트,84.9,202101,17,77000 ,2,1991,양천로30길 108,
서울특별시 강서구 방화동,마곡삼성아파트,84.92,202102,23,75000 ,4,1998,방화대로34길 113,
서울특별시 강서구 방화동,마곡삼성아파트,84.92,202102,26,79500 ,6,1998,방화대로34길 113,
서울특별시 강서구 방화동,마곡삼성아파트,84.92,202102,26,79500 ,6,1998,방화대로34길 113,20210316
서울특별시 강서구 방화동,마곡우림필유아파트,77.292,202102,2,65000 ,12,2003,양천로28길 29,
서울특별시 강서구 방화동,마곡푸르지오,84.99,202103,2,119500 ,8,2008,방화대로34길 88,
서울특별시 강서구 방화동,마곡현대아파트,84.95,202101,23,75000 ,2,1999,양천로 140,
서울특별시 강서구 방화동,마곡현대아파트,84.95,202102,6,73500 ,4,1999,양천로 140,
서울특별시 강서구 방화동,방화3차우림필유,74.8,202101,18,59500 ,14,2005,양천로14길 118,
서울특별시 강서구 방화동,방화동2차태승훼미리,83.85,202102,10,65000 ,4,2005,양천로14길 86-13,
서울특별시 강서구 방화동,방화동동부센트레빌(875번지),68.46,202101,16,55800 ,5,2003,방화대로45길 32,
서울특별시 강서구 방화동,방화동동부센트레빌(875번지),68.46,202101,16,56000 ,4,2003,방화대로45길 32,
서울특별시 강서구 방화동,삼정코아,83.23,202101,16,47000 ,6,2004,방화동로 126,
서울특별시 강서구 방화동,삼정코아,71.18,202101,16,45000 ,7,2004,방화동로 126,
서울특별시 강서구 방화동,신동아,84.81,202101,5,70000 ,9,1995,방화대로37길 15,
서울특별시 강서구 방화동,신동아,84.81,202102,3,69000 ,6,1995,방화대로37길 15,
서울특별시 강서구 방화동,신동아,84.81,202102,23,71500 ,6,1995,방화대로37길 15,
서울특별시 강서구 방화동,신마곡벽산블루밍,72.9272,202102,6,95000 ,6,2020,양천로10길 38,
서울특별시 강서구 방화동,신세계아파트,63.28,202101,24,46000 ,7,2018,양천로10길 37,
서울특별시 강서구 방화동,신안네트빌1단지,84.0164,202101,18,61500 ,1,2002,양천로14길 37,
서울특별시 강서구 방화동,월드메르디앙 101동,84.93,202101,9,67500 ,5,2004,양천로1길 117,
서울특별시 강서구 방화동,"월드메르디앙 201동,202동",66.76,202102,19,64000 ,7,2004,양천로1길 117,
서울특별시 강서구 방화동,청성(877-0),67.876,202102,6,52000 ,6,2004,금낭화로 12,
서울특별시 강서구 방화동,청성(877-0),69.539,202102,23,55000 ,6,2004,금낭화로 12,
서울특별시 강서구 방화동,청성(877-0),67.876,202102,26,51000 ,4,2004,금낭화로 12,
서울특별시 강서구 방화동,치현마을동일스위트리버,84.9829,202102,6,70000 ,2,2004,금낭화로24가길 28,
서울특별시 강서구 방화동,치현마을동일스위트리버,84.9829,202103,18,68000 ,1,2004,금낭화로24가길 28,
서울특별시 강서구 방화동,태승훼미리4차,79.58,202102,22,55000 ,3,2008,금낭화로13길 36,
서울특별시 강서구 방화동,한숲마을대림,84.83,202103,8,63800 ,3,1999,방화대로50길 7,
서울특별시 강서구 방화동,한진로즈힐,84.93,202102,3,74500 ,5,2004,양천로24가길 59,
서울특별시 강서구 방화동,현대,84.99,202102,2,73000 ,14,1993,방화대로37길 26,
서울특별시 강서구 방화동,현대,84.99,202103,1,77500 ,8,1993,방화대로37길 26,
서울특별시 강서구 방화동,형제,73.92,202103,17,85500 ,1,1982,개화동로25길 39,
서울특별시 강서구 방화동,홍익,73.05,202101,11,35500 ,6,1999,양천로7길 8,
서울특별시 강서구 방화동,홍익,72.16,202101,14,38000 ,2,1999,양천로7길 8,
서울특별시 강서구 방화동,홍익,64.44,202101,23,35800 ,6,1999,양천로7길 8,
서울특별시 강서구 방화동,홍익,73.05,202103,18,40000 ,7,1999,양천로7길 8,
서울특별시 강서구 염창동,e편한세상 염창,74.2998,202101,31,129500 ,3,2019,공항대로 583,
서울특별시 강서구 염창동,강변월드메르디앙,84.9341,202101,20,108000 ,8,2010,양천로63길 51,
서울특별시 강서구 염창동,강변한솔솔파크,84.73,202102,6,108500 ,8,2005,양천로63길 38,
서울특별시 강서구 염창동,강변한솔솔파크,84.97,202102,7,108000 ,9,2005,양천로63길 38,
서울특별시 강서구 염창동,강변한솔솔파크,84.97,202102,19,103500 ,7,2005,양천로63길 38,
서울특별시 강서구 염창동,강변힐스테이트,84.99,202101,23,102800 ,3,2005,양천로75길 19,
서울특별시 강서구 염창동,강변힐스테이트,84.99,202102,2,110000 ,1,2005,양천로75길 19,
서울특별시 강서구 염창동,강변힐스테이트,84.99,202103,5,129000 ,15,2005,양천로75길 19,
서울특별시 강서구 염창동,극동상록수,84.96,202101,28,95000 ,10,1999,공항대로71길 31,
서울특별시 강서구 염창동,극동상록수,84.96,202102,26,98000 ,1,1999,공항대로71길 31,
서울특별시 강서구 염창동,동아,84.95,202101,31,104000 ,13,1998,양천로69길 58,
서울특별시 강서구 염창동,벽산늘푸른,84.94,202103,12,92000 ,14,1998,양천로63길 52,
서울특별시 강서구 염창동,삼성한마음,84.87,202101,9,89800 ,11,1995,양천로 637,
서울특별시 강서구 염창동,삼정그린코아,84.358,202101,12,98000 ,1,2001,공항대로75길 30,
서울특별시 강서구 염창동,삼정그린코아,84.358,202103,7,103700 ,10,2001,공항대로75길 30,
서울특별시 강서구 염창동,성원,84.81,202102,10,92000 ,6,2001,양천로69길 65,
서울특별시 강서구 염창동,신동아,84.7,202101,25,88400 ,8,1995,양천로67길 32,
서울특별시 강서구 염창동,여명,80.08,202102,8,59500 ,3,2002,양천로67길 21,
서울특별시 강서구 염창동,염창1차보람더하임,84.98,202103,12,105000 ,9,2008,양천로 666,
서울특별시 강서구 염창동,염창1차한화꿈에그린,84.93,202101,30,130000 ,19,2005,공항대로75길 17,
서울특별시 강서구 염창동,염창1차한화꿈에그린,84.93,202102,21,133500 ,16,2005,공항대로75길 17,
서울특별시 강서구 염창동,염창2차보람,84.97,202102,22,95500 ,2,2005,공항대로59다길 61,
서울특별시 강서구 염창동,염창동한강우성,65.88,202101,11,68000 ,14,1990,양천로67길 77,
서울특별시 강서구 염창동,염창동한강우성,84.68,202101,13,84500 ,3,1990,양천로67길 77,
서울특별시 강서구 염창동,염창동한강우성,65.88,202101,16,65000 ,1,1990,양천로67길 77,
서울특별시 강서구 염창동,염창동한강우성,84.7,202101,19,89000 ,1,1990,양천로67길 77,
서울특별시 강서구 염창동,염창힐스테이트,84.551,202101,17,123000 ,7,2009,양천로73길 24,
서울특별시 강서구 염창동,우성2,84.7,202101,5,85500 ,12,1992,양천로67길 54,
서울특별시 강서구 염창동,우성2,65.88,202101,6,64000 ,7,1992,양천로67길 54,
서울특별시 강서구 염창동,우성2,84.7,202101,25,90000 ,3,1992,양천로67길 54,
서울특별시 강서구 염창동,이너스양화6차,84.75,202102,1,79500 ,3,2009,양천로73가길 38,
서울특별시 강서구 염창동,일신건영휴먼빌,84.93,202101,9,91900 ,4,2004,양천로71가길 22,
서울특별시 강서구 염창동,일신건영휴먼빌,84.93,202102,1,99000 ,6,2004,양천로71가길 22,
서울특별시 강서구 염창동,일신건영휴먼빌,84.93,202102,6,104500 ,3,2004,양천로71가길 22,
서울특별시 강서구 염창동,일신건영휴먼빌,84.93,202102,27,99900 ,6,2004,양천로71가길 22,
서울특별시 강서구 염창동,일신건영휴먼빌,84.93,202103,6,97000 ,1,2004,양천로71가길 22,
서울특별시 강서구 염창동,현대1,84.34,202101,5,80300 ,2,1994,양천로75길 57,
서울특별시 강서구 염창동,현대1,84.34,202101,20,90000 ,8,1994,양천로75길 57,
서울특별시 강서구 염창동,현대1,84.34,202102,26,85000 ,6,1994,양천로75길 57,
서울특별시 강서구 염창동,현대아이파크,84.84,202101,5,98000 ,4,2005,공항대로 637,
서울특별시 강서구 염창동,현대아이파크,84.84,202101,29,101000 ,7,2005,공항대로 637,
서울특별시 강서구 화곡동,강서뉴타워,82.14,202103,7,57900 ,4,2013,화곡로18길 24,
서울특별시 강서구 화곡동,강서힐스테이트,84.99,202101,23,134000 ,14,2015,우현로 67,
서울특별시 강서구 화곡동,강서힐스테이트,84.99,202102,17,137500 ,17,2015,우현로 67,
서울특별시 강서구 화곡동,계명가동(343-65),62.64,202102,18,35000 ,4,2001,강서로 43-19,
서울특별시 강서구 화곡동,그라비스,79.26,202103,1,44000 ,5,2007,강서로10길 193,
서울특별시 강서구 화곡동,근상프리즘,79.55,202102,3,41500 ,10,2007,화곡로 242,
서울특별시 강서구 화곡동,뉴파인,78.91,202103,13,49300 ,9,2007,가로공원로 233,
서울특별시 강서구 화곡동,대림,84.84,202101,6,70000 ,7,1992,월정로 160,
서울특별시 강서구 화곡동,대종,66.87,202101,30,50000 ,3,2002,강서로31길 9,
서울특별시 강서구 화곡동,대호스카이빌,70.44,202102,2,21500 ,2,2001,곰달래로31마길 43,
서울특별시 강서구 화곡동,명지해드는터,83.07,202102,15,55000 ,5,2005,등촌로13아길 44,
서울특별시 강서구 화곡동,"미성아파트,연립",81.89,202102,19,59500 ,12,1987,초록마을로 176,
서울특별시 강서구 화곡동,서부인터빌아파트,83.4225,202101,14,44000 ,3,2002,화곡로26가길 10,
서울특별시 강서구 화곡동,수산동우,84.32,202103,22,51500 ,7,2005,강서로37길 78,
서울특별시 강서구 화곡동,신일골드빌,67.35,202103,20,26500 ,9,2001,강서로43길 17,
서울특별시 강서구 화곡동,우림루미아트아파트,83.396,202103,19,55000 ,2,2003,강서로45다길 45,
서울특별시 강서구 화곡동,우장산롯데,84.98,202102,25,76000 ,3,2004,우장산로 92,
서울특별시 강서구 화곡동,우장산롯데캐슬,85,202101,23,108000 ,14,2003,공항대로 382,
서울특별시 강서구 화곡동,우장산롯데캐슬,85,202101,27,110000 ,14,2003,공항대로 382,
서울특별시 강서구 화곡동,우장산롯데캐슬,85,202101,30,106000 ,21,2003,공항대로 382,
서울특별시 강서구 화곡동,"우장산아이파크,이편한세상",84.97,202101,23,120000 ,1,2008,강서로 266,
서울특별시 강서구 화곡동,"우장산아이파크,이편한세상",84.97,202101,30,129000 ,22,2008,강서로 266,
서울특별시 강서구 화곡동,"우장산아이파크,이편한세상",84.97,202102,8,124350 ,14,2008,강서로 266,
서울특별시 강서구 화곡동,"우장산아이파크,이편한세상",84.97,202102,18,124250 ,4,2008,강서로 266,
서울특별시 강서구 화곡동,"우장산아이파크,이편한세상",84.97,202103,1,134000 ,18,2008,강서로 266,
서울특별시 강서구 화곡동,"우장산아이파크,이편한세상",84.97,202103,3,127000 ,8,2008,강서로 266,
서울특별시 강서구 화곡동,우장산에스케이뷰,84.97,202102,19,87500 ,5,2006,우현로 26,
서울특별시 강서구 화곡동,우장산한화꿈에그린,84.98,202103,25,71000 ,12,2004,우장산로 103,
서울특별시 강서구 화곡동,유림노르웨이숲(919-1),76.23,202102,3,54100 ,12,2004,곰달래로 96,
서울특별시 강서구 화곡동,일광2차,77.04,202103,15,20000 ,4,2002,곰달래로 113,
